index	filename	sha256	verdict	slot_guess	proposed_art_id	reason
108	ChatGPT Image Jul 10, 2026, 11_39_34 PM (9).png	55c4387f9088aab37c7de555031694b6bd2c288d25496185805806f843659e34	review	gloves		Review: complete paired bracers are coherent, but metal density and finish need ancient-tier screening.
109	ChatGPT Image Jul 12, 2026, 11_03_05 PM (1).png	9d5509994b2ce7e98e9e754bae8deb5db135df608d3eb30a99c410fa29ff713c	review	impact		Review: elongated toothed weapon is complete, but the saw-like edge and unclear historical family need rejection-or-unique adjudication.
110	ChatGPT Image Jul 12, 2026, 11_03_05 PM (2).png	06ae58312653d547a40f36d513ea2475364f58d3e64bf00a8ef5b29de5aa948e	reject	impact		Reject: overbuilt fantasy/medieval prop, unclear functional head, or weak slot readability.
111	ChatGPT Image Jul 12, 2026, 11_03_05 PM (3).png	351647dee406760fd4f0a109d52fec1a719548bd0ba791344dd98faaf13f26b3	reject	helmet		Reject: medieval/fantasy crest, crown, or structurally incoherent helmet treatment exceeds the ancient ceiling.
112	ChatGPT Image Jul 12, 2026, 11_03_06 PM (4).png	46623a97a706da72c4dbb740db162b30dc7e51d3c7ef2c0f7bd725f3a0873dd8	reject	amulet		Reject: radial/solar face, excessive danglers, collar scale, or fantasy jewelry treatment fails compact amulet hygiene.
113	ChatGPT Image Jul 12, 2026, 11_03_06 PM (5).png	7374c6c75ea919f352569c3d5972add7571a2955cab114a338b3095c3feedc9f	review	body_armor		Review: useful full-length cataphract massing, but oversized shoulders and hanging ornaments make this reference-only, not direct promotion.
114	ChatGPT Image Jul 12, 2026, 11_03_06 PM (6).png	929a69bff596115c6ba8428d37245657ce1d2cb65e23cab57980029888917b88	reject	body_armor_or_harness		Reject: costume/medieval silhouette, anatomical shaping, mixed outfit pieces, or implausible armor assembly prevents direct use.
115	ChatGPT Image Jul 12, 2026, 11_03_06 PM (7).png	b57a8e60a7aab17699d873bb73fe4c0de15b8a0930e226c9d4bae4bc0fe33972	review	belt		Review: shallow belt is readable, but developed buckle and repeated fittings may drift medieval.
116	ChatGPT Image Jul 12, 2026, 11_03_07 PM (10).png	187e8f5a6b5d8c9a745d54383a26998f16d8169e264e025e3cd4b83413b77c3c	reject	boots		Reject: developed lasted footwear, built sole/heel, standardized paneling, or plate treatment reads medieval or modern.
117	ChatGPT Image Jul 12, 2026, 11_03_07 PM (8).png	e95cc1408ff61130023a37840b325c8827a81ff69a2d77a526180cff2bb9b689	review	ring		Review: dark signet is compact, but the face is close to a floral/radial emblem.
118	ChatGPT Image Jul 12, 2026, 11_03_07 PM (9).png	ba9e6be289860a55f35352d6d00c50de4ea16e37aaa5e43c99c4125582d49464	reject	gloves		Reject: fingered glove or plated gauntlet uses medieval/modern articulation, factory-like patterning, or pasted hard parts.
119	ChatGPT Image Jul 12, 2026, 11_12_54 PM (1).png	b531c64cb1f9de69efcbae00ae6e4766427bb9c19562a9dd2f087cf6775d4a12	promote	war_call	salvage_warcall_119	Promote: complete curved horn has a clear bell, mouth end, hand-worked surface, and strong war-call readability.
120	ChatGPT Image Jul 12, 2026, 11_12_54 PM (2).png	bfbe51af4de0068653359f3b3407c75996d9efc915f879c8066589a4fa828889	reject	quiver		Reject: arrows are visible; the current quiver/gorytos rule requires one empty standalone container with no bow or ammunition.
121	ChatGPT Image Jul 12, 2026, 11_12_54 PM (3).png	0200c1d144178ae83c94e62b48ee0e76a6d3c867d61c55e69024ce93f2fe970d	reject	attendant_focus		Reject: modern case/luggage or Gothic/fantasy apparatus lacks a clean ancient auxiliary construction.
122	ChatGPT Image Jul 12, 2026, 11_12_54 PM (4).png	a97521f86668e537f0aadff7d7b25b048aa9e9f28a19162281509ed78de19013	review	war_call		Review: paired horn object has ancient material language, but attachment/function as one war-call item is ambiguous.
123	ChatGPT Image Jul 12, 2026, 11_12_54 PM (5).png	1e1128e6c50211f3401c144555ae702489d44cfdeffd8b26d4a0fe3561a3d187	promote	ritual_or_preparation	salvage_ritual_123	Promote: mortar-and-pestle set is a substantial coherent ancient preparation implement, not a weak generic prop.
124	ChatGPT Image Jul 12, 2026, 11_12_55 PM (6).png	15761e9d4ef131dbc94a3481217b79629087b002536cf545340185fe5347f645	review	carry		Review: round flask/canteen is complete, but handle, cap, and decorative seams need chronology and carry-slot screening.
125	ChatGPT Image Jul 13, 2026, 10_43_10 PM (1).png	2e2cd2f67b686d12935d597096869e675f2f209d84cc148656a3f4151c673902	review	spear_or_standard		Review: full-length rod is well framed, but spear-versus-standard identity and ornate finial are uncertain.
126	ChatGPT Image Jul 13, 2026, 10_43_11 PM (10).png	e222a28ec8251bfc1550ba55accb650cb114fd156a46b506695d3b48d10ae8d0	reject	boots		Reject: developed lasted footwear, built sole/heel, standardized paneling, or plate treatment reads medieval or modern.
127	ChatGPT Image Jul 13, 2026, 10_43_11 PM (2).png	72cf2b2feadc726541105ad223bbd808b605bdf379e704ce912eff65d4292ce1	reject	preparation_case		Reject: modern case/luggage or Gothic/fantasy apparatus lacks a clean ancient auxiliary construction.
128	ChatGPT Image Jul 13, 2026, 10_43_11 PM (3).png	81a14a71580888c4952af7fd3d7f32cc568513c31bd0b3e46687b321c5c09a45	reject	headgear		Reject: medieval/fantasy crest, crown, or structurally incoherent helmet treatment exceeds the ancient ceiling.
129	ChatGPT Image Jul 13, 2026, 10_43_11 PM (4).png	707eefc2dbbb80c771de43047c98932680ccd3aa5bcada96772cf27958e072e2	reject	amulet		Reject: radial/solar face, excessive danglers, collar scale, or fantasy jewelry treatment fails compact amulet hygiene.
130	ChatGPT Image Jul 13, 2026, 10_43_11 PM (5).png	a0453bc4150e85a1d938b15cdc838dc7d2191341d41c64f5a9641d4ab7415ade	review	body_armor_or_robe		Review: sleeveless long garment has coherent ancient textile massing, but reads robe/costume rather than armor and includes a long skirt.
131	ChatGPT Image Jul 13, 2026, 10_43_11 PM (6).png	737be1b582bf9db184cd0d9de6ac218963dba730d9b352a2a6ffa5d0ae42a8e0	reject	outer_layer		Reject: shingled, overmatched, collar-like, or medieval costume construction fails the broad continuous ancient outer-layer rule.
132	ChatGPT Image Jul 13, 2026, 10_43_11 PM (7).png	d43fc4e64afdf9835436d72d4f09f7d3b26da2bb99424898cbbe9dee81a2c603	reject	belt		Reject: radial centerpiece, dangling costume clutter, modern hardware, or non-shallow silhouette fails the 2x1 belt lane.
133	ChatGPT Image Jul 13, 2026, 10_43_11 PM (8).png	2ea2030e81ee03bc1c66c1165009e531ae5f9a3eb3541c0ff8af0a9444c4de6a	review	ring		Review: compact ring is readable, but the double cabochon bezel is ornate for a generic base.
134	ChatGPT Image Jul 13, 2026, 10_43_11 PM (9).png	72160f0115396c9242baf349bdf9cf125c2b453219f54dac082926bf55f1a517	review	gloves		Review: paired bracers are complete, but dense metal and blue inlay require high-tier screening.
135	ChatGPT Image Jul 13, 2026, 11_17_52 PM (1).png	04adc7e1eb152bfc002595db5b88f0e576372ca3051d07c5be2e9f793ae90fa9	reject	long_blade		Reject: medieval crossguard, fantasy machining, or post-ancient weapon silhouette.
136	ChatGPT Image Jul 13, 2026, 11_17_52 PM (2).png	167e499a870a6cf3e9ed54cb5cb4289e0bbd7b8c427d6424b6917cb0e077584e	promote	shield	salvage_shield_136	Promote: plain wooden round shield has a restrained boss, hand-fastened rim, and no solar decoration.
137	ChatGPT Image Jul 13, 2026, 11_17_52 PM (3).png	2c10c92877bde648b5ee6ca5f4cd1bb3e7906c3d311cca770b49bc95ae3d834e	review	helmet_or_cowl		Review: complete quilted hood/cowl is structurally coherent, but padded shaping and ornate border may read post-ancient.
138	ChatGPT Image Jul 13, 2026, 11_17_53 PM (4).png	bae36e1f5461b0bcfdb288fa569a440d173f8410deaad73b34dd8d65a649c62c	reject	amulet		Reject: radial/solar face, excessive danglers, collar scale, or fantasy jewelry treatment fails compact amulet hygiene.
139	ChatGPT Image Jul 13, 2026, 11_17_53 PM (5).png	16b4bc9c134419f0a6647faad3f16dcecb76f75d6bc47e519bfe21b71b0b0c62	reject	body_armor_or_outfit		Reject: costume/medieval silhouette, anatomical shaping, mixed outfit pieces, or implausible armor assembly prevents direct use.
140	ChatGPT Image Jul 13, 2026, 11_17_53 PM (6).png	8d436c262fab423e6ea7d22e51d2ea4ea9835a17e142fc0811c74229c0154c96	reject	outer_layer		Reject: central eight-spoke solar clasp and dangling tassel violate the hard motif and slot-hygiene rules despite good cloth drape.
141	ChatGPT Image Jul 13, 2026, 11_17_54 PM (10).png	69c553b4dc48ebae372288f3ebd1e6e88c263a6f21dc46183af8f7254ec30bbf	reject	boots		Reject: developed lasted footwear, built sole/heel, standardized paneling, or plate treatment reads medieval or modern.
142	ChatGPT Image Jul 13, 2026, 11_17_54 PM (7).png	abb05b37cb7c3a5a500486ede10e8d8bd92b8e982c0803a800eafc5a90f314fc	review	belt		Review: belt is shallow and coherent, but developed buckle and repeated plaques may read medieval.
143	ChatGPT Image Jul 13, 2026, 11_17_54 PM (8).png	c9f9f7b85ad4a46a1ca5c9e58a739ea0c50fb601f048b258f079002c81f2a22d	reject	ring		Reject: radial/solar bezel or dense fantasy ornament conflicts with the restrained ancient base-item motif policy.
144	ChatGPT Image Jul 13, 2026, 11_17_54 PM (9).png	2f14a644dd159a13bedfaac5ec0436931d4c880d4b15eb8020763427c50c62b3	reject	gloves		Reject: paired bracers repeat eight-spoke solar roundels, a hard motif failure.
145	ChatGPT Image Jul 13, 2026, 11_24_36 PM (1).png	01512a0b13b828624565ea702264d1719e00d74b83b68d59a9889f2cc25c3505	review	impact_or_focus		Review: complete rod is restrained, but lacks a clear striking, ritual, or signal function at icon scale.
146	ChatGPT Image Jul 13, 2026, 11_24_36 PM (2).png	2fa57f37af50b3c70332c53dd09f2316c27497de4615277e8fac14b1d8bafed6	promote	shield	salvage_shield_146	Promote: rawhide round shield has a clean hand-lashed edge and simple copper boss.
147	ChatGPT Image Jul 13, 2026, 11_24_36 PM (3).png	372dbfb5d21c04a70f1f410a3653426b07bda6c6e388525312c83009be7f9da6	promote	helmet	salvage_helmet_147	Promote: plain stitched hide cap has a full crown and no modern or medieval hardware.
148	ChatGPT Image Jul 13, 2026, 11_24_37 PM (4).png	239a3bae22daab02e02e4b663854c6bbe12fe82e2e26d1e50ec456e8623f63ba	promote	amulet	salvage_amulet_148	Promote: small carved token pendant has a credible toggle-and-cord assembly and restrained ornament.
149	ChatGPT Image Jul 13, 2026, 11_24_37 PM (5).png	81028a5e9cf5b3c7937717c6bd03cfe10342e2842ab63444ea3577dc0fdb27b5	promote	body_armor	salvage_body_149	Promote: simple stitched hide vest is anatomy-free, complete, and appropriate to the low-tier ladder.
150	ChatGPT Image Jul 13, 2026, 11_24_37 PM (6).png	881d1957aac4d5f97d2b4748652bdfccbcfa4112da3211da026da9b1e1d4baa8	review	trap_or_mobility_kit		Review: tool bundle may inform a trap kit, but it lacks a complete secured case/backboard and currently reads as loose dangling props.
151	ChatGPT Image Jul 13, 2026, 11_24_37 PM (7).png	500f11723090a6353e617537205bb20a87ae8e95a9dd45442e1ee31525678e32	review	belt		Review: clean 2x1 belt silhouette, but its developed metal buckle and repeated fittings need ancient-manufacturing screening.
152	ChatGPT Image Jul 13, 2026, 11_24_38 PM (10).png	e0176ef201088117d77775ac87f91f9f0c14408233a17c328a78d43e58869ff1	reject	boots		Reject: developed lasted footwear, built sole/heel, standardized paneling, or plate treatment reads medieval or modern.
153	ChatGPT Image Jul 13, 2026, 11_24_38 PM (8).png	5712874ae80229d055db4baa5cb5271633ed3d4e7cfd6bb30b9ca094fef401c8	review	ring		Review: compact copper signet is readable, but the cracked, pitted face is over-distressed for active-service base gear.
154	ChatGPT Image Jul 13, 2026, 11_24_38 PM (9).png	26f682d86c1649bb98632e64487388055c9c0de1c9ffceee6506f3a3e17b6100	promote	gloves	salvage_gloves_154	Promote: paired wrapped forearm cuffs use simple cloth and hide with clear hand-bound construction.
155	ChatGPT Image Jul 13, 2026, 11_28_51 PM (1).png	79e3b725cae1ebd727f5d2d862ba8a039079d38a44eb43530998a98e32dd93ac	reject	staff		Reject: overbuilt fantasy/medieval prop, unclear functional head, or weak slot readability.
156	ChatGPT Image Jul 13, 2026, 11_28_51 PM (2).png	4c1e06b55ef2c5be759de1f2fb0af8470ee86157355a6bdf610488ab51fb7dd1	reject	sling		Reject: not one empty historical hand sling with one cradle and exactly two cords; projectile/bundle content is disallowed.
157	ChatGPT Image Jul 13, 2026, 11_28_51 PM (3).png	eb41c8aa80e1bb4be5c7ff1cdf73237916808a36a8b793254509e38e5dcbe3c8	promote	outer_layer_or_cowl	salvage_outer_157	Promote: broad continuous cloth cowl has clean drape, one material family, and strong outer-layer readability.
158	ChatGPT Image Jul 13, 2026, 11_28_51 PM (4).png	86344a08f520d1fdce94002f2201a6f7ba8d7d0d18c24f563bb05bd0eb98dde2	review	amulet		Review: compact stone pendant is readable, but its fitted metal cage and bead terminals make it a high-tier candidate needing join-logic review.
159	ChatGPT Image Jul 13, 2026, 11_28_52 PM (5).png	08c6f27e22480bcf497705a3a80d81e4d4d5aedc7a40c2936e7af879baffafdf	reject	body_armor_or_outfit		Reject: costume/medieval silhouette, anatomical shaping, mixed outfit pieces, or implausible armor assembly prevents direct use.
160	ChatGPT Image Jul 13, 2026, 11_28_52 PM (6).png	ded03a5192cc6551e134e2ab9b15d4c6cb18939afb8e98db66218ce8c1c794e3	promote	outer_layer	salvage_outer_160	Promote: broad plain woven cowl has a continuous field, hand-finished edge, and no shingled construction.
161	ChatGPT Image Jul 13, 2026, 11_28_53 PM (7).png	bc2ced698028f5eaafbc0b0c4902fd7f6bd9ea73842620effbd9dd07023e7e2a	review	belt		Review: clean shallow belt with a plausible repair, but its standardized buckle and keeper construction read modern at first glance.
162	ChatGPT Image Jul 13, 2026, 11_28_53 PM (8).png	bb33583cc51e7906731f3009ca92be0ffbede065c7e086f766a4a3dec44f8463	promote	ring	salvage_ring_162	Promote: plain dark signet ring has a bounded incised face and strong compact readability.
163	ChatGPT Image Jul 13, 2026, 11_28_53 PM (9).png	033565c6be6f273d68528d4b25488de274537f0cd5f275392fd2d114a2fe82b4	promote	gloves	salvage_gloves_163	Promote: paired rough hide wrist wraps are continuous, hand-bound, and appropriately primitive.
164	ChatGPT Image Jul 13, 2026, 11_28_54 PM (10).png	a81464257faf52df769e8891e797a02cd8ef8c7025ddbdb6a685a48473460a96	reject	boots		Reject: developed lasted footwear, built sole/heel, standardized paneling, or plate treatment reads medieval or modern.
165	ChatGPT Image Jul 13, 2026, 11_41_05 PM.png	a5eecd272277e528c715957d436ec9d292c6973b11554d6670769c9057b62e24	reject	gloves		Reject: fingered glove or plated gauntlet uses medieval/modern articulation, factory-like patterning, or pasted hard parts.
166	ChatGPT Image Jul 13, 2026, 11_46_24 PM.png	0a8d1c0961837da327725c73f9952715e3253461aa2bcdb0d2e9271b7d682d1c	reject	contact_sheet		Reject: multi-item contact sheet, not one isolated inventory deliverable.
167	ChatGPT Image Jul 13, 2026, 11_51_10 PM (1).png	e56e8039a158a5e055432843d5315c87743736488049b130b5c6e8238cd363e0	promote	spear	salvage_spear_167	Promote: complete spear has a clean stone head, long plain shaft, and credible socket/binding transition.
168	ChatGPT Image Jul 13, 2026, 11_51_10 PM (2).png	d370c32bcd84a879e108395e86c635edccad2f51efe71abe09fac681fc30504d	promote	shield	salvage_shield_168	Promote: tall wood-and-reed shield has clear framing, restrained metal, and coherent structural bands.
169	ChatGPT Image Jul 13, 2026, 11_51_11 PM (3).png	c4805ab976cb4499a26eb655795095a2962a18660ec65ae061e5442eb23f4497	promote	belt_or_sash	salvage_belt_169	Promote: folded textile sash is entirely shallow and horizontal with one tucked knot.
170	ChatGPT Image Jul 13, 2026, 11_51_11 PM (4).png	095895a8b0e7d34fe4ad4743407c98d3c2c4c0e147d8a4502e4750ed084ffa49	promote	amulet	salvage_amulet_170	Promote: single tooth pendant has a simple cap-and-cord assembly and excellent amulet readability.
171	ChatGPT Image Jul 13, 2026, 11_51_11 PM (5).png	2bedd839e0e6e405f7c0b2446510958de327529e8d472ec1ab92be2652f2814c	review	body_armor		Review: simple textile tunic is plausible, but attached cross-body straps blur body-armor versus harness classification.
172	ChatGPT Image Jul 13, 2026, 11_51_11 PM (6).png	3d485dfc825a16da07e6b208029aa44b6d0a5f015520458f347d492ce7ccfb00	reject	mobility_harness		Reject: isolated suspender-like harness reads modern and lacks a complete ancient backboard/load system.
173	ChatGPT Image Jul 13, 2026, 11_51_12 PM (10).png	9ab57608ea37fb1d1f93281d6af80d9f7fd8f859d8ece0aa6805bd04660488d0	promote	boots	salvage_boots_173	Promote: paired open rawhide sandals use flat thin soles and simple hand-cut straps without modern hardware.
174	ChatGPT Image Jul 13, 2026, 11_51_12 PM (7).png	08f6b47ce4261ab7f2ddea5fe13b841acb4f73056e3480f88a9266c1e446d16c	review	belt		Review: clean shallow belt, but its standardized rectangular buckle, holes, and keeper require explicit ancient-manufacturing review.
175	ChatGPT Image Jul 13, 2026, 11_51_12 PM (8).png	9c7f7033c0fe21d11c4dc3f7e07794bfb0a059efdefbc3b93cefa17eb198c654	promote	ring	salvage_ring_175	Promote: compact bronze band uses restrained chevron tooling with mostly plain surface.
176	ChatGPT Image Jul 13, 2026, 11_51_12 PM (9).png	c23d1396d01bfe9da7140bf26495335a713664e5760d2a200112ba434fa03207	reject	gloves		Reject: fingered glove or plated gauntlet uses medieval/modern articulation, factory-like patterning, or pasted hard parts.
177	ChatGPT Image Jul 14, 2026, 01_03_23 AM (1).png	d52d28ca6f0fb355fedb5b3eca67f8f5bcc9df6fa67b0b3f10bf071a09e844ba	promote	spear	salvage_spear_177	Promote: complete spear has full tip-to-butt framing, long plain shaft, and credible bound head.
178	ChatGPT Image Jul 14, 2026, 01_03_23 AM (2).png	118b27150453c94af503ffbab3b7cab485f7552f18965659f01a5bff16af4a43	review	shield		Review: stitched hide shield is mechanically simple, but the irregular domed silhouette needs grid-scale readability QA.
179	ChatGPT Image Jul 14, 2026, 01_03_23 AM (3).png	13ff17bba9b6001e9a380cf1eb4da6c9d87e86d1acc0531a58c124e8b9e72d00	promote	helmet	salvage_helmet_179	Promote: simple stitched hide cap has a complete crown and coherent hand-sewn panels.
180	ChatGPT Image Jul 14, 2026, 01_03_24 AM (4).png	e9148aa29b8dc02f7f9bd4c1f4cf4e8858cfa391d3171f80fb34921487cdfc44	reject	amulet		Reject: radial/solar face, excessive danglers, collar scale, or fantasy jewelry treatment fails compact amulet hygiene.
181	ChatGPT Image Jul 14, 2026, 01_03_24 AM (5).png	838d8d3bad44a4b41ea1a585a0611f92647671aa8a547b2a3abfc33d7ee4f018	reject	body_armor_or_outfit		Reject: costume/medieval silhouette, anatomical shaping, mixed outfit pieces, or implausible armor assembly prevents direct use.
182	ChatGPT Image Jul 14, 2026, 01_03_25 AM (6).png	b90304a65f3eed1f70a6f71e1c5d5977b84abe693bc11c7be9197d227f02b2a1	reject	belt_or_sash		Reject: radial centerpiece, dangling costume clutter, modern hardware, or non-shallow silhouette fails the 2x1 belt lane.
183	ChatGPT Image Jul 14, 2026, 01_03_27 AM (7).png	f4b50d82258fd97f46bf0758c7534aaa85c885c4d397fbc6166deb302ca86c42	promote	belt	salvage_belt_183	Promote: very shallow one-piece hide belt has a primitive stitched join and no dangling parts.
184	ChatGPT Image Jul 14, 2026, 01_03_28 AM (10).png	85f694b270452f865c39a1c085464fb71ecca57274e08628c1dbfec374629eb2	reject	boots		Reject: developed lasted footwear, built sole/heel, standardized paneling, or plate treatment reads medieval or modern.
185	ChatGPT Image Jul 14, 2026, 01_03_28 AM (8).png	8484a8a055e8aa5e16f946ce3b0914dd037dfb3a8ea3345e275334da62aac47e	review	ring		Review: plain signet is compact, but incised glyphs need lore-symbol and readability screening.
186	ChatGPT Image Jul 14, 2026, 01_03_28 AM (9).png	aa8abb789196d588311b1d581ad29dd3527a2979592613deadd655b1ce7f9978	promote	gloves	salvage_gloves_186	Promote: paired padded forearm wraps use continuous textile/leather construction and no fingered glove anatomy.
187	ChatGPT Image Jul 14, 2026, 01_18_49 AM (1).png	6cdc8b954a792f58f3509ba765f3a62f0003dc72bdd7211192ba20abe2b306b4	reject	sling		Reject: not one empty historical hand sling with one cradle and exactly two cords; projectile/bundle content is disallowed.
188	ChatGPT Image Jul 14, 2026, 01_18_49 AM (10).png	899b0508b46936ee7d92ed2454f4310207298e2877fcd83d7ba6a1f33253a936	reject	boots		Reject: developed lasted footwear, built sole/heel, standardized paneling, or plate treatment reads medieval or modern.
189	ChatGPT Image Jul 14, 2026, 01_18_49 AM (2).png	2694c554f9121e1637c410b00824dc7ec6b212cc9a1c872791efa68bd19a63b4	reject	sling		Reject: not one empty historical hand sling with one cradle and exactly two cords; projectile/bundle content is disallowed.
190	ChatGPT Image Jul 14, 2026, 01_18_49 AM (3).png	8d0e30825ae4d85be5a5bcb087626acfe9483b01327b25e43c9efbc819ed3e3e	reject	belt		Reject: radial centerpiece, dangling costume clutter, modern hardware, or non-shallow silhouette fails the 2x1 belt lane.
191	ChatGPT Image Jul 14, 2026, 01_18_49 AM (4).png	274ace053ea6b86fa9542224d7bb7adedc4de09b92ba774054be2812c91ae929	review	amulet		Review: tooth-and-shell necklace is plausible, but multiple pendants make it costume-like rather than a compact base amulet.
192	ChatGPT Image Jul 14, 2026, 01_18_49 AM (5).png	54e721b006be74e055cd8687d12c2dbe15f041b058f3fe05481c70b1fe6dc64d	review	body_armor		Review: woven plant armor has an interesting ancient construction, but skirt length, shoulder structure, and uniformity need close QA.
193	ChatGPT Image Jul 14, 2026, 01_18_49 AM (6).png	4a60ec524d3f3b8432a4ac250576849a5ddc10e251f89e6811dcd7a6d9cdb63b	reject	outer_layer		Reject: shingled, overmatched, collar-like, or medieval costume construction fails the broad continuous ancient outer-layer rule.
194	ChatGPT Image Jul 14, 2026, 01_18_49 AM (7).png	44c773d52ff874330598c9cdbcf2371952bf9cc39d9792b4772054283cd90278	review	belt_or_quick_rig		Review: belt with pouches could support a quick-rig concept, but developed buckle and pouch hardware need chronology screening.
195	ChatGPT Image Jul 14, 2026, 01_18_49 AM (8).png	f09912de86c5c248157e950ef796127d69c8df5888e21717d8295e9ce40f6935	promote	ring	salvage_ring_195	Promote: plain bronze band has bounded geometric tooling and no solar focal mark.
196	ChatGPT Image Jul 14, 2026, 01_18_49 AM (9).png	6f52a4080720a3ce228a580e4a023f8bfe53ad60c2a1fb45ca4415d913c36c43	reject	gloves		Reject: fingered glove or plated gauntlet uses medieval/modern articulation, factory-like patterning, or pasted hard parts.
197	ChatGPT Image Jul 14, 2026, 12_09_54 AM (1).png	e6321c3d798ed2529693f2751ce25db6eaf7c159d55f9f5bb5c6bf70e72186ae	reject	impact		Reject: overbuilt fantasy/medieval prop, unclear functional head, or weak slot readability.
198	ChatGPT Image Jul 14, 2026, 12_09_54 AM (2).png	4d72d5a999b33a4a4fd92c57a4157eaa7d67f3c83f50751dd179752156693a00	reject	shield		Reject: solar/radial target treatment, toy-like construction, or overbuilt medieval hardware prevents base-item use.
199	ChatGPT Image Jul 14, 2026, 12_09_54 AM (3).png	e7964d9bd88841bbbe8c894928f5fb968700b2ea017815f09800b4aea709f4c7	reject	belt		Reject: radial centerpiece, dangling costume clutter, modern hardware, or non-shallow silhouette fails the 2x1 belt lane.
200	ChatGPT Image Jul 14, 2026, 12_09_55 AM (4).png	1161c26d7e94994165f9fed31fbbde776a3e88083ec2ffdab18e11145c2b88df	review	amulet		Review: ring-shaped pendant has restrained metal, but weak focal readability and ambiguous object identity.
201	ChatGPT Image Jul 14, 2026, 12_09_55 AM (5).png	7b511f79d36a6e2fad279070098e7b68fe0409916cd55a37e721a3aa491946a3	review	body_armor		Review: layered hide torso has useful ancient massing, but fringe and shoulder wrap blur body armor versus costume.
202	ChatGPT Image Jul 14, 2026, 12_09_55 AM (6).png	eb87dab29f8ac32383be373800091b2a320f6ad543243c1d78c3f3adc74abf16	review	outer_layer		Review: broad woven shoulder mantle has useful continuous cloth, but the clasp, layered straps, and dangling terminals make it costume-like.
203	ChatGPT Image Jul 14, 2026, 12_09_55 AM (7).png	a7d1a9344c4a0460c0d3eee31e97376ea82a85c91b2b063faa0dacee39dd64cb	reject	belt		Reject: radial centerpiece, dangling costume clutter, modern hardware, or non-shallow silhouette fails the 2x1 belt lane.
204	ChatGPT Image Jul 14, 2026, 12_09_56 AM (10).png	9a39f987f0e00027110ba8c138cfdfe8656c121d03412db04d765548f3e69b80	reject	boots		Reject: developed lasted sandals use a built sole, heel edge, buckled ankle hardware, and standardized paneling that read medieval or modern.
205	ChatGPT Image Jul 14, 2026, 12_09_56 AM (8).png	a05a90d9056797b5b81cdab57dbdd91c886c14010da7a04bbcb43c4ac0e510cb	promote	ring	salvage_ring_205	Promote: narrow bronze band has restrained leaf/chevron tooling and a clear base-ring silhouette.
206	ChatGPT Image Jul 14, 2026, 12_09_56 AM (9).png	31d9514e64204068ba568907ccfea7163388ac0adcbc0a88eaacc4a4e5fa2041	reject	gloves		Reject: fingered glove or plated gauntlet uses medieval/modern articulation, factory-like patterning, or pasted hard parts.
207	ChatGPT Image Jul 14, 2026, 12_15_03 AM (1).png	ed8d6eff4714a071319567880ae1a16e3745a6a30d145ed2ea04af1d68eaf091	promote	spear	salvage_spear_207	Promote: clean full-length spear is complete, shaft-dominant, and uses a plausible narrow head.
208	ChatGPT Image Jul 14, 2026, 12_15_04 AM (2).png	f82b1bfe4a027ae082c7004b00bdc4ec3fac19544250bbb88b0cd4d8b76f4bf5	review	shield		Review: complete round shield is plausible, but dense maze engraving and concentric boss treatment exceed a generic base.
209	ChatGPT Image Jul 14, 2026, 12_15_05 AM (3).png	b79ce378f11817b85975d57f4ae7a5be6b9aa4bd864b998e8811abce5505a6d5	review	helmet		Review: segmented helmet has coherent coverage, but its long lamellar tail may read medieval rather than Late Antique.
210	ChatGPT Image Jul 14, 2026, 12_15_05 AM (4).png	31fdb614d0bbf0b7534d1c363fda96acfbf4d349d38fa810f7b618473d5d710b	reject	amulet		Reject: radial/solar face, excessive danglers, collar scale, or fantasy jewelry treatment fails compact amulet hygiene.
211	ChatGPT Image Jul 14, 2026, 12_15_05 AM (5).png	6e40eb32d1d60cedc190d0f8eb258223b928a736184893c063227435b1326414	review	body_armor		Review: complete scale panoply may fit the project ceiling, but high coverage and skirt/pauldron language need chronology screening.
212	ChatGPT Image Jul 14, 2026, 12_15_05 AM (6).png	2d172aeb2f7782250f23a7f3d216f525aa6331ab4562dbceb01cba358cff1523	review	ring		Review: compact ring is readable, but large lapis face and dense geometric bezel make it unique-tier.
213	ChatGPT Image Jul 14, 2026, 12_15_06 AM (7).png	85c0bdbe395fa49af2343ce02dfddc35e4068b7347d0bae8ee04201703ed3d78	review	belt		Review: shallow plaque belt is readable, but regular repeated plates and central fitting may exceed ancient base-item manufacturing.
214	ChatGPT Image Jul 14, 2026, 12_15_06 AM (8).png	14b6fdbe8837f0b618a94277b3f79b288f511ceb59db05f6c7d97dcc413498e9	reject	ring		Reject: radial/solar bezel or dense fantasy ornament conflicts with the restrained ancient base-item motif policy.
215	ChatGPT Image Jul 14, 2026, 12_15_07 AM (10).png	714da6b54bc8c0e6ca9dce65779cf2fe83ee4186a2df88d270d1790f7d507f4a	reject	boots		Reject: developed lasted footwear, built sole/heel, standardized paneling, or plate treatment reads medieval or modern.
216	ChatGPT Image Jul 14, 2026, 12_15_07 AM (9).png	7c19de36f89fb3ca8baf35ebebdcf083919e723bd72f43cbb171e8e7f649c405	reject	gloves		Reject: fingered glove or plated gauntlet uses medieval/modern articulation, factory-like patterning, or pasted hard parts.
