filename	verdict	slot_guess	tier_guess	stat_axis	faction_guess	confidence	background	desc	reason	sha256
ChatGPT Image Aug 13, 2026, 11_16_32 PM.png	review	boots_footwear	T4	DEX	Dustwind	low	slate	pair fur ankle boots, geometric trim, gold-jade plaques	proper pair but over-finished for ordinary base; possible unique	de2cf7a006b3a20e6b03992179df2136ca3e00b48a6a3242f3accdabff15aabc
ChatGPT Image Aug 13, 2026, 11_16_40 PM.png	promote	gloves_hands	T4	STR	unclear	low	slate	pair fur mittens, leopard cuffs, gold leaf plaques	proper mitten pair, period-plausible, coherent materials, plant motif safe	3d6173c5eb35f371f0c9914a8897be48e7288abd830bf95f66b1bbe95c15fb13
ChatGPT Image Aug 13, 2026, 11_16_48 PM.png	promote	amulet	T4	INT	Stonewood	med	slate	carved jade mask pendant, gold cap, leather cord	jade/greenstone carving fits faction, complete cord, clean silhouette	60acd4367ad152f582e12d715e171ba20eace016c188e5e71165bbf9a39bbad7
ChatGPT Image Aug 13, 2026, 11_16_56 PM.png	promote	axe	T4	STR	Stonewood	med	slate	polished greenstone axe, carved haft, cord lashing, gold band	valid jade blade with protected hafting, coherent exotic tier	9118bd8ce9ab237f4337072ddef6f630f48db16d125c49f435a79baa0071367d
ChatGPT Image Aug 13, 2026, 11_17_04 PM.png	promote	dagger	T4	DEX	Stonewood	med	slate	knapped obsidian dagger, carved wood handle, gold collar	obsidian as cutting edge is valid, coherent build, clean read	d003d2ace05a854d9672b3d176e701139acf6652472cdc850071171cc1893fec
ChatGPT Image Aug 13, 2026, 11_25_55 PM.png	promote	outer_layer	T4	DEX	Stonewood	high	slate	finely woven plant-fiber cloak, jade ring toggle	woven fiber plus greenstone toggle squarely Stonewood, triangle borders safe	dc5718c92564db2a8d3b32e5cc71eb785c1e6a2d5723d69750e8d7bc070e842f
ChatGPT Image Aug 13, 2026, 11_26_07 PM.png	review	belt	T4	DEX+INT	Stonewood	med	slate	Wide woven fiber belt, bronze-framed jade plaque	Horizontal band reads well; large stone plaque on flexible woven base borderline vs Gate 2 protected-inset rule	95b0d85d421be0407a8c323a77dea3d1d1f81dc79397683628ff36126b4457c0
ChatGPT Image Aug 13, 2026, 11_26_14 PM.png	promote	boots_footwear	T2	DEX	Stonewood	low	slate	Pair of hide moccasin shoes, fur trim, green beads	Clean pair, hand-stitched hide construction, no modern seams; green beads lean Stonewood	ad3943556afcc76a19feb7b68ee69ae9f7819e163dafa7706db87d6250d3493d
ChatGPT Image Aug 13, 2026, 11_26_26 PM.png	promote	dagger	T4	DEX	Stonewood	high	slate	Knapped obsidian dagger, cord-wrapped wood handle, jade pommel inset	Obsidian as cutting edge is valid hierarchy; strong silhouette, clear faction read	bf1122f4818f1eca9af7dbb728d6acc05934149993bc427343054a9738f32251
ChatGPT Image Aug 13, 2026, 11_51_41 PM.png	promote	amulet	T4	INT	North	high	slate	Amber teardrop pendant on cord with bronze cap	Single readable amulet; amber plus bronze fits North; chevron cap, no banned motifs	f1840889df8de90d539a99c46e8c31a06bb2fabedf2f2008b77d518fe68b685d
ChatGPT Image Aug 13, 2026, 11_51_50 PM.png	promote	boots_footwear	T2	DEX	North	low	slate	Pair of laced leather ankle shoes, cross-wrapped thongs	Hand-sewn turnshoe construction, pair present; small bronze studs acceptable, no modern eyelets	2525284ab428a6bdb0a712965062e33ce629641f53f229038a2ee20efdd53ebe
ChatGPT Image Aug 13, 2026, 11_52_12 PM.png	promote	impact	T3	STR	North	low	slate	Dark wood club with bronze bands and domed cap	Substantial club-mace with simple bronze fittings, historically plausible; not a toy baton read	70a9e7540cbb65df233dcd3c6e189cb38d6c956d2312aa06bd48b3302bb91912
ChatGPT Image Aug 13, 2026, 11_52_22 PM.png	promote	amulet	T3	STR	North	med	slate	Open bronze torc with decorated terminals	Valid pre-ancient neck ring, coherent single item, geometric not solar decoration	1609da11f29528dc9aefeb01e4f4e953137e3627bc6295306a55cdc03ac83d49
ChatGPT Image Aug 14, 2026, 08_45_02 PM.png	reject	helmet	T3	STR	North	high	slate	Crested bronze Attic helmet engraved with horses	Gate 3: distinct engraved spiral motifs beside horse figures and on cheek edges	2afd01f2853a86477f51a290ec49577688852f63bc5312a9af7248dca334dce7
ChatGPT Image Aug 14, 2026, 08_45_19 PM.png	review	outer_layer	T1	DEX	unclear	low	slate	Twill wool plaid scarf, blue-green check	Modern flannel-plaid read; scarf slot identity soft; palette fits no faction	84dc6cb2ec372a42ec83db26dd0c28a5337df7a62b3805353949093a39672ccd
ChatGPT Image Aug 14, 2026, 08_45_32 PM.png	promote	spear	T3	STR+DEX	unclear	low	slate	Bronze socketed leaf spearhead on full wooden shaft	Full-length polearm read, clean socket and cord binding, no gate failures	332b6cabad5dcd37d2b8442a5b357708a1671b2a5986142d1baddf5ab3a9400c
ChatGPT Image Aug 14, 2026, 08_45_42 PM.png	promote	axe	T3	STR	North	med	slate	Socketed bronze axe, dark wood haft, bronze butt cap	Plausible bronze construction, readable silhouette; polished bronze leans North	bd315935d2f99457c31fcac3c01b836a8142c9ea2171d680d8174283d0430659
ChatGPT Image Aug 14, 2026, 08_45_49 PM.png	promote	dagger	T3	DEX	North	med	slate	Bronze leaf-blade dirk, fluted midribs, wood grip	Classic Bronze Age dirk form, coherent materials, strong icon read	0d75e0f533b68d7a8e9b0dfaf3d53aea741d3c874a39cc9a6d250ae2b666794e
ChatGPT Image Aug 14, 2026, 08_45_57 PM.png	promote	boots_footwear	T2	DEX	Dustwind	low	slate	Pair of soft wrinkled hide wrap boots with thongs	Simple gathered-hide pair, fully pre-ancient construction; plain hide leans Dustwind	0cf01f50e2a92b7b173a5bf65df7f519e0213df2c8805f4c0ccf8d097722c0aa
ChatGPT Image Aug 14, 2026, 08_51_09 PM.png	review	shield	T3	STR	North	low	slate	Round plank shield, iron rim and boss, red ring	Dark iron fittings straddle tier ladder (mundane iron vs T5 skymetal); near-ceiling round-shield read; painted ring borderline radial	6ba35e1c6d5d8fc0bf9cd367fe274e5f938a6c4a5cbfeca7301418b83bd275e9
ChatGPT Image Aug 14, 2026, 08_51_22 PM.png	promote	body_armor	T2	DEX	North	med	slate	Red and cream striped woven wool tunic	Single garment not full outfit; hand-hemmed weave, crimson on pale wool fits North	9252ed0e356125799edd5491e87d53ccf01cb42bb8a4019471aa91cb9bc1975b
ChatGPT Image Aug 14, 2026, 08_51_31 PM.png	promote	dagger	T5	DEX	unclear	med	slate	curved single-edge knife, wood handle, dark iron blade	clean silhouette, valid materials, dark-iron blade reads T5 skymetal	b7865d854408b620dc45fe881c8f6666622ce80c1c7ce5c0390fec293e46f798
ChatGPT Image Aug 14, 2026, 08_51_44 PM.png	promote	boots_footwear	T2	DEX	Dustwind	low	slate	pair of laced leather ankle moccasins	proper pair, hand-stitched turnshoe construction, no modern seams	c858f69368d2afc593e24a5557464f43a8ff02785875fa92d379d19c41df1b76
ChatGPT Image Aug 14, 2026, 08_51_52 PM.png	reject	gloves_hands	T2	DEX	unclear	med	slate	pair of fitted five-finger leather gloves	Gate 2: modern five-finger glove pattern with shirred elastic wrist	a99db40897b47f830946950e264483e9e7294a44d3176c102090efcbc5c1c1ff
ChatGPT Image Aug 14, 2026, 08_56_55 PM.png	promote	helmet	T2	DEX	North	low	slate	fur-lined stitched hide hood	single coherent hide item, hand cross-stitching, valid materials	7207d3cc3760f39766b3c00ed4d5e52470f79bb8882ad243f34818bfe52a6ce2
ChatGPT Image Aug 14, 2026, 08_57_04 PM.png	promote	outer_layer	T3	STR	North	med	slate	fur-trimmed wool cloak with metal clasp	coherent wool/fur/bronze hierarchy, clasp small not solar-dominant	17ce89b0de4107508f5665f64fdd19a032fd72f5b50337cee25a794ed63cffc3
ChatGPT Image Aug 14, 2026, 08_57_14 PM.png	review	body_armor	T2	DEX	North	med	slate	fitted fur-lined leather vest, wood toggles	Gate 2 concern: tailored waistcoat silhouette reads near-modern despite hand stitching	fed0c2b67694d7d92dc359dfc4c54f7c85de598cbef61ca50fb7eaebfe238f38
ChatGPT Image Aug 14, 2026, 08_57_25 PM.png	review	helmet	T5	STR	North	med	slate	riveted iron spangenhelm with nasal bar	Gate 3: nasal spangenhelm form sits at AD 600 ceiling, medieval read risk	2c3b39683ba4fb4054c629254736280de1a6bdc92c0e6e4e6d401e5c2e4da614
ChatGPT Image Aug 14, 2026, 08_57_47 PM.png	promote	amulet	T3	DEX	North	med	slate	bronze penannular cloak brooch with pin	valid Iron Age fibula, chevron incisions, no spiral or solar motif	49b5b96b4cba52f4cba7001621aecb16c79bee98f6fd2d34900fdc4bdd47321f
ChatGPT Image Aug 14, 2026, 09_05_44 PM.png	promote	shield	T1	DEX	Dustwind	low	slate	hide-faced round shield, laced wood rim	front face only, painted ring is border not solar motif	68fdfb7ddac8202867a0f10d7f96ffb6f6f535d35ece29627bbc5bd4be3afeac
ChatGPT Image Aug 14, 2026, 09_05_59 PM.png	promote	spear	T3	DEX	unclear	med	slate	bronze-headed spear, red shaft, wrapped bindings	full-length polearm read, socketed bronze head, coherent build	9f44aabc64f1777aa384f6f25b6e665bffddb9bfc788762da240222c2adf5591
ChatGPT Image Aug 14, 2026, 09_06_10 PM.png	promote	amulet	T1	INT	unclear	med	slate	bone bead necklace on knotted cord	simple scavenged bone/fiber talisman, silhouette reads at small size	b91dd696e1fe97ad11ce3e6eb24a770c914ef3d10e9152e907f72e6418aa9391
ChatGPT Image Aug 14, 2026, 09_06_19 PM.png	promote	boots_footwear	T1	DEX	Dustwind	low	slate	pair of thong-wrapped hide moccasin boots	proper pair, gathered-toe hide construction, no modern manufacturing	bf5c8e1c06d468c04c2f84317e82d79571f33b582e05509f0d300ae2083a3b23
ChatGPT Image Aug 14, 2026, 09_06_28 PM.png	promote	outer_layer	T3	INT	unclear	low	slate	draped linen mantle with stepped meander border	coherent woven garment, angular step-fret not spiral; faction split North/Riverspill	f4e6701e51f8879d4f1bf76ef61f350ebd258f6265d5124c7aadcf9b6f06432c
ChatGPT Image Aug 14, 2026, 09_06_36 PM.png	promote	body_armor	T1	STR	Stonewood	med	slate	rawhide vest with laced bone slat plates	valid primitive slat-armor construction, bone on hide coherent	28fe934488f8600a3d7b9620460cdfd0c36545e8045674c893f250c120f0beb9
ChatGPT Image Aug 14, 2026, 09_06_45 PM.png	promote	helmet	T2	DEX	Dustwind	high	slate	pointed felt-hide cap, fur brim, ear flaps	classic steppe cap language, coherent hide/fur build	a27808a3dc0c201494213e6bd2e2a81e6bb5582cb76c91142b55f05002177e5a
ChatGPT Image Aug 14, 2026, 09_06_59 PM.png	promote	belt	T1	DEX	Dustwind	med	slate	brown hide belt with laced bone plaques, tie closure	horizontal band, tied closure, no metal buckle, coherent hide+bone	d4344038756d9f5f9b13365031f766ddc952ad751a772d3f5268963a906c2248
ChatGPT Image Aug 14, 2026, 09_13_37 PM.png	review	helmet	T1	DEX	unclear	low	slate	hide headband with three upright feathers	head slot but weak protective read; near Gate 1 weak-prop line	ff74538c5fa37aa01f5debc82058e6533a5d681ccb9a65cc945b0540e4cba333
ChatGPT Image Aug 14, 2026, 09_13_50 PM.png	promote	amulet	T1	INT	Stonewood	med	slate	cord necklace with shells, teeth, bone beads	single coherent item, natural materials, no gem clutter	aa6c2860965c8edc6544d2d2f993d5b62af291dad6fe241b6e6d709097f6bf83
ChatGPT Image Aug 14, 2026, 09_14_10 PM.png	promote	axe	T1	STR	unclear	med	slate	flint-bladed axe, wood haft, fiber lashing	clean scavenged-tier hafted axe, readable silhouette	82d03764af5210ad15dcc79626f1b380123125532ec4e2c017b508eab6300545
ChatGPT Image Aug 14, 2026, 09_14_20 PM.png	reject	body_armor	T3	STR	Riverspill	med	slate	bronze scale cuirass with two chest disc bosses	Gate 3 hard fail: rayed starburst motifs on chest discs	067c04a33309f48fd866bd383407e7043c87cb95afb509b1e2d8f3e18a48f89a
ChatGPT Image Aug 14, 2026, 09_30_26 PM.png	review	belt	T1	DEX	unclear	low	slate	plain tied woven cloth band	slot ambiguous (headband vs belt); plain band near weak-prop line	f7adda40559df3ef8261fee72b1f080234c9aece64ba11615b0e7110408158f6
ChatGPT Image Aug 14, 2026, 09_30_42 PM.png	promote	helmet	T2	DEX	Riverspill	low	slate	sewn linen dome cap with top knob	coherent hand-sewn fiber cap, period-safe construction	19b7e2bc614ec19726d17336c2f2842166119d1d099295b888a0b796e04ae8b4
ChatGPT Image Aug 14, 2026, 09_30_51 PM.png	promote	helmet	T2	DEX	Dustwind	high	slate	conical felt cap with stitched hide brim	classic steppe felt cap, clean single item	b0b9a3f03db6b81f2e014de7be506e1986fce544d568cd22690be44c8c17cda8
ChatGPT Image Aug 14, 2026, 09_30_59 PM.png	promote	helmet	T3	STR	Riverspill	med	slate	hammered bronze conical helmet, riveted brow band	valid Near-East bronze form, symmetric guard, no banned motifs	8b4afc9df08b387f4228eab85178b138b68358e3743f0a94d26118cfe709a4b5
ChatGPT Image Aug 14, 2026, 09_31_08 PM.png	promote	helmet	T3	STR	North	high	slate	bronze Corinthian helmet with horsehair crest	strong Aegean bronze read, crest ornament within tier	862274c49a1e1836f8124d738ee51f67e315232d685d495fa9a66657d175e49b
ChatGPT Image Aug 14, 2026, 09_31_18 PM.png	review	helmet	T3	STR	North	med	slate	bronze cheek-guard helmet with circle roundel	concentric-ring roundel on cheek risks Gate 3 sun-ring read	319fd37a94612fe369a21a05d11049eeeb38e1d29e2cb4fd736fb69e3a23dac4
ChatGPT Image Aug 14, 2026, 09_31_27 PM.png	review	helmet	T3	STR	unclear	med	slate	riveted segmented bronze helmet with cheek guards	spangenhelm form sits close to AD 600 ceiling	18298d6d9f71a9c46ec0e0b9e6591e5f14e3dd659c376cf4347430c3e308ac87
ChatGPT Image Aug 14, 2026, 09_39_49 PM.png	promote	helmet	T2	DEX	unclear	med	slate	hand-stitched leather skull cap	simple worked-leather cap, coherent and period-safe	539e7de88c5fd35977eadc7cf10bebc3babf2258f5e3ab09e9872827c7c8a7fe
ChatGPT Image Aug 14, 2026, 09_39_58 PM.png	promote	helmet	T2	DEX	unclear	med	slate	laced leather hood with chin ties	hand-laced hide hood, timeless pre-ancient construction	6477a6974a300bb506fc647e030ccf45208ddb02fba585e44e21c57a42f6de02
ChatGPT Image Aug 14, 2026, 09_40_07 PM.png	review	helmet	T2	DEX	unclear	low	slate	wolf-pelt headdress with full wolf head	realistic animal head dominates; anatomy-adjacent read per Gate 1	c89e0e5550b9f3996de57f079affde7b8353b86ce5f74d6a4c719877b0316597
ChatGPT Image Aug 14, 2026, 09_40_18 PM.png	review	helmet	T1	STR	North	med	slate	bear head pelt hood with hanging fur flaps	realistic animal head borders Gate 1 anatomy; wearable hood read plausible	0c43987706188209cd78ab0320c8083e3a35e86b66d3cb2313c17e58f2defa09
ChatGPT Image Aug 14, 2026, 09_40_40 PM.png	reject	helmet	T3	STR	North	high	slate	hammered bronze full-face mask helmet	repeated running-spiral scroll band, Gate 3 spiral motif	b492d7fc9ea1fc00145915b00b12ff1b9a28942d4eb31680b65b3c03426d271b
ChatGPT Image Aug 14, 2026, 09_44_26 PM.png	review	helmet	T3	STR	North	high	slate	crested bronze Corinthian-style helmet with cheek guards	small engraved volute spiral on cheek guard, Gate 3 spiral rule	6bd47b3c94676f0d616afb7dfddc5c3a8f7acb3d720dc9a7539ddc1dbccfbd4b
ChatGPT Image Aug 14, 2026, 09_44_42 PM.png	review	helmet	T4	INT	North	low	slate	open bronze-gold circlet crown with leaf blades	crown slot identity uncertain, ornate over-finished; possible unique	077c38d1ddb5a6ed5cc49f7b5f0d90792ce7493b8c2638a1c60082f5526e9f00
ChatGPT Image Aug 14, 2026, 09_44_55 PM.png	promote	helmet	T1	DEX	North	med	slate	sewn linen skullcap with cheek flaps	simple fiber cap, hand-stitched, coherent pre-ancient construction	3bacb1b197db0ef94a5097c4a684ae1a4dc85517afa6a6845acc8acb5ee579d1
ChatGPT Image Aug 14, 2026, 09_45_04 PM.png	promote	belt	T2	DEX	unclear	med	slate	shaped leather belt with knotted tie closure	horizontal band, no metal buckle, coherent worked leather	be3f6b933cafbf4d71806a53fdbecfb9d3c2aacec9df1cd8d7c6387460e866a0
ChatGPT Image Aug 14, 2026, 09_54_09 PM.png	reject	gloves_hands	T2	DEX	unclear	med	slate	pair of slim tailored leather cuff gloves	modern five-finger dress-glove construction and fit, Gate 2	400a9cbd8560a11ceec447048029a770ca8d51755148b0e9ed7d0d264c84f492
ChatGPT Image Aug 14, 2026, 10_20_13 PM.png	promote	gloves_hands	T2	DEX	North	med	slate	pair of whip-stitched rawhide gauntlets with wrist ties	primitive hand-stitched hide, coherent pair, no gate failures	3436eb4e58e5b88566e8bb705d0453cbebc171465e4d6164ad852f1aa0e0f948
ChatGPT Image Aug 14, 2026, 10_20_35 PM.png	promote	gloves_hands	T1	STR	North	med	slate	pair of fur-trimmed hide mittens	single-material hide with fur, hand whip-stitch, coherent pair	67f5edf895cd146a5f10ccad879f3b57784a270765d188f216738d6b78fd6e93
ChatGPT Image Aug 14, 2026, 10_20_51 PM.png	review	gloves_hands	T2	DEX	unclear	low	slate	perforated hide mitts with long bell cuffs	odd perforated construction and dangling loose strap rigging, Gate 2 doubt	79c56ff17f46257a23586210237fd45e7d74d5b400d090b3b31b00aab9e66230
ChatGPT Image Aug 14, 2026, 10_21_01 PM.png	promote	gloves_hands	T1	STR	unclear	med	slate	pair of dark hide mittens with cross wraps	plain hide pair, wrap closure, coherent primitive make	a0b520dd744d2564bac1009756d35df07a194bdeeeabf17dceee84a0748d7d35
ChatGPT Image Aug 14, 2026, 10_21_11 PM.png	promote	gloves_hands	T2	STR+DEX	Dustwind	med	slate	leather scale-armored gloves, laced overlapping scales	leather scale on leather backing coherent; light lamellar language	e119de95c96030202d6daff7dbbe7504a306e77f0aa88a2be440d4353caf379a
ChatGPT Image Aug 14, 2026, 10_21_26 PM.png	promote	gloves_hands	T3	STR+DEX	Dustwind	med	slate	bronze coin-scale armored leather gloves with ties	bronze scale sewn to leather is valid ancient armor construction	9beed2c6e5c4acd94d9095e00b717f2af89f4a0be762936973ba8b1cf907ce89
ChatGPT Image Aug 14, 2026, 10_21_35 PM.png	reject	gloves_hands	T2	DEX	unclear	med	slate	pair of dark tailored long-cuff leather gloves	modern five-finger glove silhouette with fine dress stitching, Gate 2	9a2d4c76c7ec72eaeb06ffa9adf724c6f952466af9ba55836e93d571b3665207
ChatGPT Image Aug 14, 2026, 10_21_44 PM.png	promote	gloves_hands	T1	STR	North	med	slate	hide mittens with antler toggle cord closure	hide plus bone toggle coherent; restrained russet hide pair	0d07d2217a8c5a4372ddb842e43ae62b0f327083ab9cbb4c2095340fd9f7b82c
ChatGPT Image Aug 14, 2026, 10_51_05 PM.png	promote	boots_footwear	T4	STR+DEX	North	med	slate	leather moccasin boots with gilded bronze scale shin panels	clean pair, coherent scale-on-leather build, gold accents read T4	5bd09109fde1557771b35c79ff9d77c4026b928633cf46fb0f0ed4519c918526
ChatGPT Image Aug 14, 2026, 10_51_20 PM.png	promote	boots_footwear	T1	DEX	North	med	slate	fur hide boots with leather thong wraps	clean pair, single-material hide/fur, coherent primitive construction	d50ad0c87832ada45ad4401bd40c0377daff3f300624fb0b5d79a78d3b5a1702
ChatGPT Image Aug 14, 2026, 10_51_38 PM.png	promote	boots_footwear	T2	DEX	North	med	slate	brown leather boots with antler toggle closures	clean pair, worked leather plus bone toggles, coherent pre-ancient build	56728e5909e045ca93088295d5236f0da71243011ce7733ecd482b18f040735a
ChatGPT Image Aug 14, 2026, 10_51_49 PM.png	promote	boots_footwear	T2	DEX	North	med	slate	fur-trimmed leather boots with hide lace wraps	clean pair, hide and fur, moccasin sole, no gate failures	1b869ab00b935902571c6e5e0f3567dddeb3d13a1340e3d0c63d3e29d9a72cac
ChatGPT Image Aug 14, 2026, 10_52_03 PM.png	promote	boots_footwear	T1	DEX	Dustwind	high	slate	felt boots bound with plant-fiber cord wraps	clean pair, felt and fiber steppe language, coherent T1	c2995dc2bf6077c3791464232c6f41a0da00ad88f0e55ec651c220505013ad70
ChatGPT Image Aug 14, 2026, 10_52_13 PM.png	promote	boots_footwear	T2	DEX	unclear	med	slate	suede leather boots with folded cuffs, stitched soles	clean pair, simple worked leather, faction-neutral russet hide	d443f3507d35aa99a7f968fac9b2cc11018153a3330f56a64f6e98b1d7e3553d
ChatGPT Image Aug 14, 2026, 10_52_29 PM.png	promote	boots_footwear	T1	DEX	North	med	slate	hair-on hide ankle boots with leather thong lacing	clean pair, bog-shoe style hide construction, coherent primitive build	b36f8127f704c6c8c36e6768dd85036ec912c299160e78b1f71caa8ddd78d41e
ChatGPT Image Aug 14, 2026, 10_52_41 PM.png	promote	boots_footwear	T2	DEX	unclear	med	slate	plain leather ankle shoes with drawstring thong ties	clean pair, simple turnshoe construction, no gate failures	6e4bc3f351064b6e5e2df0223ae055f700206ec1ab8f0a0cbde8de49467cc087
ChatGPT Image Aug 14, 2026, 11_06_33 PM.png	promote	body_armor	T2	DEX	unclear	med	slate	sleeveless rawhide leather vest with thong ties	single item, whip-stitched hide vest, coherent light armor	2399cef27b497fbef039bcc487ae8fd7d8aca580714a65ac16c4c6e5393fc337
ChatGPT Image Aug 14, 2026, 11_06_41 PM.png	review	body_armor	T3	STR+DEX	unclear	med	slate	leather jerkin with collar and riveted crossed straps	Gate 2 concern: lapel collar and riveted cross-straps read late/costume	d3229b8e1424081723316856abd71afbff115918ea8e52d783d5aed5d4f57af3
ChatGPT Image Aug 14, 2026, 11_06_50 PM.png	promote	body_armor	T2	DEX	unclear	med	slate	plain suede long-sleeved tunic with laced waist seam	single garment, simple leather tunic, coherent pre-ancient construction	747afb605a69b20c89a2bf3e2c5c2d42e6ed453b3eedff8b4919fc41fe97098c
ChatGPT Image Aug 14, 2026, 11_07_01 PM.png	promote	body_armor	T3	DEX	North	low	slate	banded wool tunic with crimson stripes and meander hem	fine woven garment, Aegean meander border, blue dominance off North palette	7c16585e63c3cb9371d0c84f4f81676c1698f56e61228ad72dac4aed53e14e9a
ChatGPT Image Aug 14, 2026, 11_07_10 PM.png	promote	body_armor	T2	DEX	North	med	slate	fur-trimmed leather vest with bone toggle closures	single item, hide fur bone hierarchy coherent, light armor read	bd42e590667fcc1c2b134f6a944e7974dc9a20b35454fc892b6d58793deffd07
ChatGPT Image Aug 14, 2026, 11_07_19 PM.png	promote	body_armor	T3	DEX	unclear	low	slate	indigo tunic with geometric borders and braided cord belt	well-made woven tunic, but dominant blue fits no faction palette cleanly	f29d9572457927a6ab9d153f1e8a9824d70bd6ff9d19e0f0edd886e9778b7dde
ChatGPT Image Aug 14, 2026, 11_07_28 PM.png	review	body_armor	T2	STR+DEX	Dustwind	med	slate	quilted cross-collar padded jacket with leather trim	Gate 2: horizontal-quilted gambeson with frog toggles reads post-ceiling steppe khalat	ba53b1eebc515ce16c2caa6df237d2448c0fb5d740f4ccf1be7420f2cb5e98d1
ChatGPT Image Aug 14, 2026, 11_07_55 PM.png	reject	body_armor	T3	STR	North	high	slate	leather cuirass, bronze shoulders, central medallion	central radial star medallion ringed with spirals, Gate 3 hard failure	3d1b696746a948d589341946178044544e90e9f9c3ecdc4b6fe3bd6b1e21f070
ChatGPT Image Aug 14, 2026, 11_08_07 PM.png	promote	body_armor	T1	DEX	unclear	med	slate	patchwork laced hide vest	clean T1 scavenged hide, readable silhouette, no gate issues	dfdb234f971fbab07c1e6c9a264e2b4f9f30e1a8574ed7aaea5888ee58f6129b
ChatGPT Image Aug 14, 2026, 11_19_03 PM.png	promote	shield	T1	STR	North	high	slate	figure-eight hide body shield, laced rim	Mycenaean figure-eight form, hide over frame, front face clean	ffb6ee06297e9e36ee242de974c9c25a03e29bfdb588a5567ee42c37d4705799
ChatGPT Image Aug 14, 2026, 11_19_14 PM.png	promote	shield	T3	STR	North	med	slate	leather-faced pointed-oval shield, central spine boss	coherent bronze-rimmed dipylon-style shield, no banned motifs	c595ea542ea595253e38b79b55e0b5ea4ff2a76f37b22c93a7fd51c36793a8fa
ChatGPT Image Aug 14, 2026, 11_19_23 PM.png	reject	shield	T1	DEX	unclear	med	slate	woven wicker oval shield	wicker shield is listed weak-prop read, Gate 1 reject	4372cd1e1f7b2243066e12fed47094b4c65646bee2285a7314fd6492e4dc2446
ChatGPT Image Aug 14, 2026, 11_19_31 PM.png	reject	shield	T3	STR	Dustwind	low	slate	teardrop hide shield, zigzag paint, bronze tip	engraved spiral on bronze tip cap, Gate 3 spiral rule	0dcb1a657f8a937de6ee98eb9afd2cdda069cd1e9f4043c6b8ac93e9741314f5
ChatGPT Image Aug 14, 2026, 11_19_40 PM.png	reject	shield	T4	STR	North	med	slate	polished bronze oval shield, painted galley	running spiral wave-scroll border, Gate 3 spiral motif	6c24fc4a87489576ce23313c440073cb6b61fe2351cdc562334ad9c8f4b2300f
ChatGPT Image Aug 14, 2026, 11_19_50 PM.png	promote	shield	T1	STR	unclear	med	slate	rawhide rectangular shield on bentwood frame	sound T1 hide-and-frame build, front face only, readable	2545b5370573bd42978953c81c92ce945c84efbcf0973eb41673b6721f22124a
ChatGPT Image Aug 14, 2026, 11_19_57 PM.png	review	shield	T1	DEX	unclear	low	slate	carved wooden kidney shield, single side notch	one-sided notch silhouette, possible missing counterpart, Gate 2 review	25f9b588a5b0b1a742d5f231dda263f54909ff68a83909a2b556a3d91145ceed
ChatGPT Image Aug 14, 2026, 11_20_07 PM.png	review	shield	T3	STR	North	med	slate	painted pointed-oval shield, bronze dome boss	four arcs around central boss risk radial whirl read, Gate 3 borderline	dabe65adac9e3331e5f6e0c65a5a663606e3394edab786b640439088d54f36cd
ChatGPT Image Aug 14, 2026, 11_20_15 PM.png	promote	shield	T3	STR	unclear	med	slate	red-white oval shield, bronze openwork boss plate	coherent oval shield, small volute curls not dominant spirals	269f0484e8d53bdde7e8704443206013991081d8058577e3e3fbc105a28d0e4a
ChatGPT Image Aug 14, 2026, 11_20_32 PM.png	promote	shield	T1	STR	unclear	med	slate	rawhide shield on withy frame, painted branch mark	clean T1 hide shield, simple non-solar mark, readable	63a54cd20eb58996869541744fefdf4ead410e9dbcb303079253839a53e06431
ChatGPT Image Aug 14, 2026, 11_29_39 PM.png	promote	sling	T1	DEX	unclear	med	slate	braided fiber sling with leather cradle	sling alone, no stones bullets or ammo pouch shown	c4f5bfe0d791b792a1f290ff099991cc5a7805a85eb7dbc7d76c06d9cdf137f4
ChatGPT Image Aug 14, 2026, 11_29_53 PM.png	promote	dagger	T3	DEX	North	med	slate	bronze dagger, midrib blade, leather-wrapped grip	valid riveted bronze dagger, coherent materials	d4fbee72952fd5a0388c9c94f65dbc64dd24de09f8313703c1bf30ab012bb9f7
ChatGPT Image Aug 14, 2026, 11_30_02 PM.png	promote	axe	T3	STR	North	med	slate	bronze axe, wooden haft, leather grip wrap	plausible bronze-age axe, coherent lashed head, clean read	cd461ece3f0321a7bd08f841bd27292117975ca0ab9cd42952e1c6975fd97303
ChatGPT Image Aug 14, 2026, 11_30_15 PM.png	promote	axe	T3	STR+DEX	unclear	med	slate	bronze crescent-hook axe blade lashed to dark haft	valid bronze-age lashed axe, clean silhouette, no gate failures	799219ef5e88f703c33888cd27b080c47a843483e84148a904c502c68965aecf
ChatGPT Image Aug 14, 2026, 11_30_24 PM.png	promote	spear	T3	DEX	North	med	slate	slim javelin, bronze leaf head, wire-wrapped socket	full-length light spear, pale wood plus polished bronze reads North	214ca2271e6850496baaca6059d52de28936260211c0475354a830ba2fdf4d90
ChatGPT Image Aug 14, 2026, 11_30_37 PM.png	promote	spear	T3	STR+DEX	unclear	med	slate	bronze leaf-blade spear, leather-wrapped socket, wrapped butt	full-length fighting spear, coherent materials, maintained surface	32386f4e6e6670ef2860cb0dc067b285adfc5c6397b73f46ea19c6a0194ce4b9
