art_id	source_filename	source_sha256	display_name	slot_guess	runtime_slot	runtime_form_id	material_id	tier	stat_axis	faction	confidence	canvas	grid_w	grid_h	description	triage_reason	qa_status
pc2_127	ChatGPT Image Aug 14, 2026, 09_05_44 PM.png	68fdfb7ddac8202867a0f10d7f96ffb6f6f535d35ece29627bbc5bd4be3afeac	Hide-faced Round Shield, Laced Wood Rim	shield	shield	batch_shield	hide	1	DEX	Dustwind	low	P	2	3	hide-faced round shield, laced wood rim	front face only, painted ring is border not solar motif	accepted
pc2_128	ChatGPT Image Aug 14, 2026, 09_05_59 PM.png	9f44aabc64f1777aa384f6f25b6e665bffddb9bfc788762da240222c2adf5591	Bronze-headed Spear, Red Shaft, Wrapped Bindings	spear	weapon	batch_spear	bronze	3	DEX	unclear	med	P	2	4	bronze-headed spear, red shaft, wrapped bindings	full-length polearm read, socketed bronze head, coherent build	accepted
pc2_129	ChatGPT Image Aug 14, 2026, 09_06_10 PM.png	b91dd696e1fe97ad11ce3e6eb24a770c914ef3d10e9152e907f72e6418aa9391	Bone Bead Necklace On Knotted Cord	amulet	amulet	batch_amulet	bone	1	INT	unclear	med	S	1	1	bone bead necklace on knotted cord	simple scavenged bone/fiber talisman, silhouette reads at small size	accepted
pc2_130	ChatGPT Image Aug 14, 2026, 09_06_19 PM.png	bf5c8e1c06d468c04c2f84317e82d79571f33b582e05509f0d300ae2083a3b23	Thong-wrapped Hide Moccasin Boots	boots_footwear	boots	batch_boots	hide	1	DEX	Dustwind	low	S	2	2	pair of thong-wrapped hide moccasin boots	proper pair, gathered-toe hide construction, no modern manufacturing	accepted
pc2_131	ChatGPT Image Aug 14, 2026, 09_06_28 PM.png	f4e6701e51f8879d4f1bf76ef61f350ebd258f6265d5124c7aadcf9b6f06432c	Draped Linen Mantle with Stepped Meander Border	outer_layer	cloak	batch_outer	bronze	3	INT	unclear	low	P	2	3	draped linen mantle with stepped meander border	coherent woven garment, angular step-fret not spiral; faction split North/Riverspill	accepted
pc2_132	ChatGPT Image Aug 14, 2026, 09_06_36 PM.png	28fe934488f8600a3d7b9620460cdfd0c36545e8045674c893f250c120f0beb9	Rawhide Vest with Laced Bone Slat Plates	body_armor	body	batch_body	bone	1	STR	Stonewood	med	P	2	3	rawhide vest with laced bone slat plates	valid primitive slat-armor construction, bone on hide coherent	accepted
pc2_133	ChatGPT Image Aug 14, 2026, 09_06_45 PM.png	a27808a3dc0c201494213e6bd2e2a81e6bb5582cb76c91142b55f05002177e5a	Pointed Felt-hide Cap, Fur Brim, Ear Flaps	helmet	head	batch_helmet	quilted	2	DEX	Dustwind	high	S	2	2	pointed felt-hide cap, fur brim, ear flaps	classic steppe cap language, coherent hide/fur build	accepted
pc2_134	ChatGPT Image Aug 14, 2026, 09_06_59 PM.png	d4344038756d9f5f9b13365031f766ddc952ad751a772d3f5268963a906c2248	Brown Hide Belt with Laced Bone Plaques, Tie Closure	belt	belt	batch_belt	bone	1	DEX	Dustwind	med	L	2	1	brown hide belt with laced bone plaques, tie closure	horizontal band, tied closure, no metal buckle, coherent hide+bone	accepted
pc2_136	ChatGPT Image Aug 14, 2026, 09_13_50 PM.png	aa6c2860965c8edc6544d2d2f993d5b62af291dad6fe241b6e6d709097f6bf83	Cord Necklace with Shells, Teeth, Bone Beads	amulet	amulet	batch_amulet	bone	1	INT	Stonewood	med	S	1	1	cord necklace with shells, teeth, bone beads	single coherent item, natural materials, no gem clutter	accepted
pc2_137	ChatGPT Image Aug 14, 2026, 09_14_10 PM.png	82d03764af5210ad15dcc79626f1b380123125532ec4e2c017b508eab6300545	Flint-bladed Axe, Wood Haft, Fiber Lashing	axe	weapon	batch_axe	flint	1	STR	unclear	med	P	1	3	flint-bladed axe, wood haft, fiber lashing	clean scavenged-tier hafted axe, readable silhouette	accepted
pc2_140	ChatGPT Image Aug 14, 2026, 09_30_42 PM.png	19b7e2bc614ec19726d17336c2f2842166119d1d099295b888a0b796e04ae8b4	Sewn Linen Dome Cap with Top Knob	helmet	head	batch_helmet	quilted	2	DEX	Riverspill	low	S	2	2	sewn linen dome cap with top knob	coherent hand-sewn fiber cap, period-safe construction	accepted
pc2_141	ChatGPT Image Aug 14, 2026, 09_30_51 PM.png	b0b9a3f03db6b81f2e014de7be506e1986fce544d568cd22690be44c8c17cda8	Conical Felt Cap with Stitched Hide Brim	helmet	head	batch_helmet	quilted	2	DEX	Dustwind	high	S	2	2	conical felt cap with stitched hide brim	classic steppe felt cap, clean single item	accepted
pc2_142	ChatGPT Image Aug 14, 2026, 09_30_59 PM.png	8b4afc9df08b387f4228eab85178b138b68358e3743f0a94d26118cfe709a4b5	Hammered Bronze Conical Helmet, Riveted Brow Band	helmet	head	batch_helmet	bronze	3	STR	Riverspill	med	S	2	2	hammered bronze conical helmet, riveted brow band	valid Near-East bronze form, symmetric guard, no banned motifs	accepted
pc2_143	ChatGPT Image Aug 14, 2026, 09_31_08 PM.png	862274c49a1e1836f8124d738ee51f67e315232d685d495fa9a66657d175e49b	Bronze Corinthian Helmet with Horsehair Crest	helmet	head	batch_helmet	bronze	3	STR	North	high	S	2	2	bronze Corinthian helmet with horsehair crest	strong Aegean bronze read, crest ornament within tier	accepted
pc2_146	ChatGPT Image Aug 14, 2026, 09_39_49 PM.png	539e7de88c5fd35977eadc7cf10bebc3babf2258f5e3ab09e9872827c7c8a7fe	Hand-stitched Leather Skull Cap	helmet	head	batch_helmet	quilted	2	DEX	unclear	med	S	2	2	hand-stitched leather skull cap	simple worked-leather cap, coherent and period-safe	accepted
pc2_147	ChatGPT Image Aug 14, 2026, 09_39_58 PM.png	6477a6974a300bb506fc647e030ccf45208ddb02fba585e44e21c57a42f6de02	Laced Leather Hood with Chin Ties	helmet	head	batch_helmet	quilted	2	DEX	unclear	med	S	2	2	laced leather hood with chin ties	hand-laced hide hood, timeless pre-ancient construction	accepted
pc2_153	ChatGPT Image Aug 14, 2026, 09_44_55 PM.png	3bacb1b197db0ef94a5097c4a684ae1a4dc85517afa6a6845acc8acb5ee579d1	Sewn Linen Skullcap with Cheek Flaps	helmet	head	batch_helmet	hide	1	DEX	North	med	S	2	2	sewn linen skullcap with cheek flaps	simple fiber cap, hand-stitched, coherent pre-ancient construction	accepted
pc2_154	ChatGPT Image Aug 14, 2026, 09_45_04 PM.png	be3f6b933cafbf4d71806a53fdbecfb9d3c2aacec9df1cd8d7c6387460e866a0	Shaped Leather Belt with Knotted Tie Closure	belt	belt	batch_belt	quilted	2	DEX	unclear	med	L	2	1	shaped leather belt with knotted tie closure	horizontal band, no metal buckle, coherent worked leather	accepted
pc2_156	ChatGPT Image Aug 14, 2026, 10_20_13 PM.png	3436eb4e58e5b88566e8bb705d0453cbebc171465e4d6164ad852f1aa0e0f948	Whip-stitched Rawhide Gauntlets with Wrist Ties	gloves_hands	hands	batch_gloves	copper	2	DEX	North	med	S	2	2	pair of whip-stitched rawhide gauntlets with wrist ties	primitive hand-stitched hide, coherent pair, no gate failures	accepted
pc2_157	ChatGPT Image Aug 14, 2026, 10_20_35 PM.png	67f5edf895cd146a5f10ccad879f3b57784a270765d188f216738d6b78fd6e93	Fur-trimmed Hide Mittens	gloves_hands	hands	batch_gloves	hide	1	STR	North	med	S	2	2	pair of fur-trimmed hide mittens	single-material hide with fur, hand whip-stitch, coherent pair	accepted
pc2_159	ChatGPT Image Aug 14, 2026, 10_21_01 PM.png	a0b520dd744d2564bac1009756d35df07a194bdeeeabf17dceee84a0748d7d35	Dark Hide Mittens with Cross Wraps	gloves_hands	hands	batch_gloves	hide	1	STR	unclear	med	S	2	2	pair of dark hide mittens with cross wraps	plain hide pair, wrap closure, coherent primitive make	accepted
pc2_160	ChatGPT Image Aug 14, 2026, 10_21_11 PM.png	e119de95c96030202d6daff7dbbe7504a306e77f0aa88a2be440d4353caf379a	Leather Scale-armored Gloves, Laced Overlapping Scales	gloves_hands	hands	batch_gloves	quilted	2	STR+DEX	Dustwind	med	S	2	2	leather scale-armored gloves, laced overlapping scales	leather scale on leather backing coherent; light lamellar language	accepted
pc2_161	ChatGPT Image Aug 14, 2026, 10_21_26 PM.png	9beed2c6e5c4acd94d9095e00b717f2af89f4a0be762936973ba8b1cf907ce89	Bronze Coin-scale Armored Leather Gloves with Ties	gloves_hands	hands	batch_gloves	bronze	3	STR+DEX	Dustwind	med	S	2	2	bronze coin-scale armored leather gloves with ties	bronze scale sewn to leather is valid ancient armor construction	accepted
pc2_163	ChatGPT Image Aug 14, 2026, 10_21_44 PM.png	0d07d2217a8c5a4372ddb842e43ae62b0f327083ab9cbb4c2095340fd9f7b82c	Hide Mittens with Antler Toggle Cord Closure	gloves_hands	hands	batch_gloves	bone	1	STR	North	med	S	2	2	hide mittens with antler toggle cord closure	hide plus bone toggle coherent; restrained russet hide pair	accepted
pc2_164	ChatGPT Image Aug 14, 2026, 10_51_05 PM.png	5bd09109fde1557771b35c79ff9d77c4026b928633cf46fb0f0ed4519c918526	Leather Moccasin Boots with Gilded Bronze Scale Shin Panels	boots_footwear	boots	batch_boots	bronzescale	4	STR+DEX	North	med	S	2	2	leather moccasin boots with gilded bronze scale shin panels	clean pair, coherent scale-on-leather build, gold accents read T4	accepted
pc2_165	ChatGPT Image Aug 14, 2026, 10_51_20 PM.png	d50ad0c87832ada45ad4401bd40c0377daff3f300624fb0b5d79a78d3b5a1702	Fur Hide Boots with Leather Thong Wraps	boots_footwear	boots	batch_boots	hide	1	DEX	North	med	S	2	2	fur hide boots with leather thong wraps	clean pair, single-material hide/fur, coherent primitive construction	accepted
pc2_166	ChatGPT Image Aug 14, 2026, 10_51_38 PM.png	56728e5909e045ca93088295d5236f0da71243011ce7733ecd482b18f040735a	Brown Leather Boots with Antler Toggle Closures	boots_footwear	boots	batch_boots	quilted	2	DEX	North	med	S	2	2	brown leather boots with antler toggle closures	clean pair, worked leather plus bone toggles, coherent pre-ancient build	accepted
pc2_167	ChatGPT Image Aug 14, 2026, 10_51_49 PM.png	1b869ab00b935902571c6e5e0f3567dddeb3d13a1340e3d0c63d3e29d9a72cac	Fur-trimmed Leather Boots with Hide Lace Wraps	boots_footwear	boots	batch_boots	quilted	2	DEX	North	med	S	2	2	fur-trimmed leather boots with hide lace wraps	clean pair, hide and fur, moccasin sole, no gate failures	accepted
pc2_168	ChatGPT Image Aug 14, 2026, 10_52_03 PM.png	c2995dc2bf6077c3791464232c6f41a0da00ad88f0e55ec651c220505013ad70	Felt Boots Bound with Plant-fiber Cord Wraps	boots_footwear	boots	batch_boots	hide	1	DEX	Dustwind	high	S	2	2	felt boots bound with plant-fiber cord wraps	clean pair, felt and fiber steppe language, coherent T1	accepted
pc2_169	ChatGPT Image Aug 14, 2026, 10_52_13 PM.png	d443f3507d35aa99a7f968fac9b2cc11018153a3330f56a64f6e98b1d7e3553d	Suede Leather Boots with Folded Cuffs, Stitched Soles	boots_footwear	boots	batch_boots	quilted	2	DEX	unclear	med	S	2	2	suede leather boots with folded cuffs, stitched soles	clean pair, simple worked leather, faction-neutral russet hide	accepted
pc2_170	ChatGPT Image Aug 14, 2026, 10_52_29 PM.png	b36f8127f704c6c8c36e6768dd85036ec912c299160e78b1f71caa8ddd78d41e	Hair-on Hide Ankle Boots with Leather Thong Lacing	boots_footwear	boots	batch_boots	hide	1	DEX	North	med	S	2	2	hair-on hide ankle boots with leather thong lacing	clean pair, bog-shoe style hide construction, coherent primitive build	accepted
pc2_171	ChatGPT Image Aug 14, 2026, 10_52_41 PM.png	6e4bc3f351064b6e5e2df0223ae055f700206ec1ab8f0a0cbde8de49467cc087	Plain Leather Ankle Shoes with Drawstring Thong Ties	boots_footwear	boots	batch_boots	quilted	2	DEX	unclear	med	S	2	2	plain leather ankle shoes with drawstring thong ties	clean pair, simple turnshoe construction, no gate failures	accepted
pc2_172	ChatGPT Image Aug 14, 2026, 11_06_33 PM.png	2399cef27b497fbef039bcc487ae8fd7d8aca580714a65ac16c4c6e5393fc337	Sleeveless Rawhide Leather Vest with Thong Ties	body_armor	body	batch_body	quilted	2	DEX	unclear	med	P	2	3	sleeveless rawhide leather vest with thong ties	single item, whip-stitched hide vest, coherent light armor	accepted
pc2_174	ChatGPT Image Aug 14, 2026, 11_06_50 PM.png	747afb605a69b20c89a2bf3e2c5c2d42e6ed453b3eedff8b4919fc41fe97098c	Plain Suede Long-sleeved Tunic with Laced Waist Seam	body_armor	body	batch_body	copper	2	DEX	unclear	med	P	2	3	plain suede long-sleeved tunic with laced waist seam	single garment, simple leather tunic, coherent pre-ancient construction	accepted
pc2_175	ChatGPT Image Aug 14, 2026, 11_07_01 PM.png	7c16585e63c3cb9371d0c84f4f81676c1698f56e61228ad72dac4aed53e14e9a	Banded Wool Tunic with Crimson Stripes and Meander Hem	body_armor	body	batch_body	bronze	3	DEX	North	low	P	2	3	banded wool tunic with crimson stripes and meander hem	fine woven garment, Aegean meander border, blue dominance off North palette	accepted
pc2_176	ChatGPT Image Aug 14, 2026, 11_07_10 PM.png	bd42e590667fcc1c2b134f6a944e7974dc9a20b35454fc892b6d58793deffd07	Fur-trimmed Leather Vest with Bone Toggle Closures	body_armor	body	batch_body	quilted	2	DEX	North	med	P	2	3	fur-trimmed leather vest with bone toggle closures	single item, hide fur bone hierarchy coherent, light armor read	accepted
pc2_177	ChatGPT Image Aug 14, 2026, 11_07_19 PM.png	f29d9572457927a6ab9d153f1e8a9824d70bd6ff9d19e0f0edd886e9778b7dde	Indigo Tunic with Geometric Borders and Braided Cord Belt	body_armor	body	batch_body	bronze	3	DEX	unclear	low	P	2	3	indigo tunic with geometric borders and braided cord belt	well-made woven tunic, but dominant blue fits no faction palette cleanly	accepted
pc2_180	ChatGPT Image Aug 14, 2026, 11_08_07 PM.png	dfdb234f971fbab07c1e6c9a264e2b4f9f30e1a8574ed7aaea5888ee58f6129b	Patchwork Laced Hide Vest	body_armor	body	batch_body	hide	1	DEX	unclear	med	P	2	3	patchwork laced hide vest	clean T1 scavenged hide, readable silhouette, no gate issues	accepted
pc2_181	ChatGPT Image Aug 14, 2026, 11_19_03 PM.png	ffb6ee06297e9e36ee242de974c9c25a03e29bfdb588a5567ee42c37d4705799	Figure-eight Hide Body Shield, Laced Rim	shield	shield	batch_shield	hide	1	STR	North	high	P	2	3	figure-eight hide body shield, laced rim	Mycenaean figure-eight form, hide over frame, front face clean	accepted
pc2_182	ChatGPT Image Aug 14, 2026, 11_19_14 PM.png	c595ea542ea595253e38b79b55e0b5ea4ff2a76f37b22c93a7fd51c36793a8fa	Leather-faced Pointed-oval Shield, Central Spine Boss	shield	shield	batch_shield	bronze	3	STR	North	med	P	2	3	leather-faced pointed-oval shield, central spine boss	coherent bronze-rimmed dipylon-style shield, no banned motifs	accepted
pc2_186	ChatGPT Image Aug 14, 2026, 11_19_50 PM.png	2545b5370573bd42978953c81c92ce945c84efbcf0973eb41673b6721f22124a	Rawhide Rectangular Shield On Bentwood Frame	shield	shield	batch_shield	hide	1	STR	unclear	med	P	2	3	rawhide rectangular shield on bentwood frame	sound T1 hide-and-frame build, front face only, readable	accepted
pc2_189	ChatGPT Image Aug 14, 2026, 11_20_15 PM.png	269f0484e8d53bdde7e8704443206013991081d8058577e3e3fbc105a28d0e4a	Red-white Oval Shield, Bronze Openwork Boss Plate	shield	shield	batch_shield	bronze	3	STR	unclear	med	P	2	3	red-white oval shield, bronze openwork boss plate	coherent oval shield, small volute curls not dominant spirals	accepted
pc2_190	ChatGPT Image Aug 14, 2026, 11_20_32 PM.png	63a54cd20eb58996869541744fefdf4ead410e9dbcb303079253839a53e06431	Rawhide Shield On Withy Frame, Painted Branch Mark	shield	shield	batch_shield	hide	1	STR	unclear	med	P	2	3	rawhide shield on withy frame, painted branch mark	clean T1 hide shield, simple non-solar mark, readable	accepted
pc2_191	ChatGPT Image Aug 14, 2026, 11_29_39 PM.png	c4f5bfe0d791b792a1f290ff099991cc5a7805a85eb7dbc7d76c06d9cdf137f4	Braided Fiber Sling with Leather Cradle	sling	weapon	batch_sling	hide	1	DEX	unclear	med	P	1	2	braided fiber sling with leather cradle	sling alone, no stones bullets or ammo pouch shown	accepted
pc2_192	ChatGPT Image Aug 14, 2026, 11_29_53 PM.png	d4fbee72952fd5a0388c9c94f65dbc64dd24de09f8313703c1bf30ab012bb9f7	Bronze Dagger, Midrib Blade, Leather-wrapped Grip	dagger	weapon	batch_dagger	bronze	3	DEX	North	med	P	1	2	bronze dagger, midrib blade, leather-wrapped grip	valid riveted bronze dagger, coherent materials	accepted
pc2_193	ChatGPT Image Aug 14, 2026, 11_30_02 PM.png	cd461ece3f0321a7bd08f841bd27292117975ca0ab9cd42952e1c6975fd97303	Bronze Axe, Wooden Haft, Leather Grip Wrap	axe	weapon	batch_axe	bronze	3	STR	North	med	P	1	3	bronze axe, wooden haft, leather grip wrap	plausible bronze-age axe, coherent lashed head, clean read	accepted
pc2_194	ChatGPT Image Aug 14, 2026, 11_30_15 PM.png	799219ef5e88f703c33888cd27b080c47a843483e84148a904c502c68965aecf	Bronze Crescent-hook Axe Blade Lashed To Dark Haft	axe	weapon	batch_axe	bronze	3	STR+DEX	unclear	med	P	1	3	bronze crescent-hook axe blade lashed to dark haft	valid bronze-age lashed axe, clean silhouette, no gate failures	accepted
pc2_195	ChatGPT Image Aug 14, 2026, 11_30_24 PM.png	214ca2271e6850496baaca6059d52de28936260211c0475354a830ba2fdf4d90	Slim Javelin, Bronze Leaf Head, Wire-wrapped Socket	spear	weapon	batch_spear	bronze	3	DEX	North	med	P	2	4	slim javelin, bronze leaf head, wire-wrapped socket	full-length light spear, pale wood plus polished bronze reads North	accepted
pc2_196	ChatGPT Image Aug 14, 2026, 11_30_37 PM.png	32386f4e6e6670ef2860cb0dc067b285adfc5c6397b73f46ea19c6a0194ce4b9	Bronze Leaf-blade Spear, Leather-wrapped Socket, Wrapped Butt	spear	weapon	batch_spear	bronze	3	STR+DEX	unclear	med	P	2	4	bronze leaf-blade spear, leather-wrapped socket, wrapped butt	full-length fighting spear, coherent materials, maintained surface	accepted
pc2_197	ChatGPT Image Aug 14, 2026, 11_30_46 PM.png	93e016c3056ad119acf993920501d62fc53c9196a32392d1bcf249ee59f2e551	Barbed Bone Harpoon Head On Lashed Wooden Shaft	spear	weapon	batch_spear	bone	1	DEX	Stonewood	med	P	2	4	barbed bone harpoon head on lashed wooden shaft	coherent bone/wood/hide build, coastal Stonewood language, full length	accepted
pc2_198	ChatGPT Image Aug 14, 2026, 11_30_55 PM.png	ecd05db672f0bfbe90d6ddabfffae0f9a166ee88d85037d8a2a096f79849bf71	Gnarled Dark Hardwood Club with Bulbous Head	impact	weapon	batch_impact	hide	1	STR	unclear	med	P	1	3	gnarled dark hardwood club with bulbous head	readable one-material club, no faction markers	accepted
pc2_200	ad0d3b4a-757c-4fbe-b0a7-138004a7fe3c.png	44b6d5b21a5015624992922de8d22f10a63dddaf83cde6afd62847a5a0980bbe	Dark Stone Head Lashed To Carved Wooden Haft	impact	weapon	batch_impact	flint	1	STR	Stonewood	med	P	1	3	dark stone head lashed to carved wooden haft	valid hafted stone maul, coherent fiber lashing hierarchy	accepted
pc2_202	e11d61b3-771a-456d-8566-d967b12616bf.png	db3e6e84e3804ee10535960649f2023f26a0536498a6d3644afaedd42e24f8e3	Wooden Blade Edged with Lashed Shark Teeth 2	sword	weapon	batch_sword	copper	2	DEX	Stonewood	high	P	1	3	wooden blade edged with lashed shark teeth	macuahuitl/leiomano-like serrated club fits Stonewood; teeth are allowed cutting-edge insets	accepted
pc2_204	f738cd8b-2d50-46e8-820f-dd7b83281909.png	02eafdfa7dcef86578b35783de41f73c704f5efa04117ac223c59aa209092463	Polished Carved Wooden Club with Wrist Cord	impact	weapon	batch_impact	hide	1	STR+DEX	Stonewood	med	P	1	3	polished carved wooden club with wrist cord	patu-like carved hardwood club fits Stonewood, clean silhouette	accepted
